Mes;TipoGasto;Valor;Municipio
3;Gasto Direto;200.0;CANOAS
3;Gasto Direto;500.0;CANOAS
3;Gasto Direto;200.0;CANOAS
3;Gasto Direto;200.0;CANOAS
3;Gasto Direto;3000.0;CANOAS
3;Gasto Direto;100.51;CANOAS
3;Gasto Direto;100.51;CANOAS
3;Gasto Direto;30107.2;CANOAS
3;Gasto Direto;100.51;CANOAS
3;Gasto Direto;100.51;CANOAS
3;Gasto Direto;100.51;CANOAS
3;Gasto Direto;29987.2;CANOAS
3;Transferência;35600.0;CANOAS
3;Transferência;35600.0;CANOAS
3;Transferência;26244.38;CANOAS
3;Transferência;12000.0;CANOAS
3;Transferência;12000.0;CANOAS
3;Gasto Direto;100.51;CANOAS
3;Gasto Direto;100.51;CANOAS
3;Gasto Direto;100.51;CANOAS
3;Gasto Direto;100.51;CANOAS
3;Gasto Direto;100.51;CANOAS
3;Gasto Direto;100.51;CANOAS
3;Gasto Direto;100.51;CANOAS
3;Gasto Direto;100.51;CANOAS
3;Gasto Direto;100.51;CANOAS
3;Gasto Direto;100.51;CANOAS
3;Gasto Direto;100.51;CANOAS
3;Gasto Direto;100.51;CANOAS
3;Gasto Direto;100.51;CANOAS
3;Gasto Direto;100.51;CANOAS
3;Gasto Direto;100.51;CANOAS
3;Gasto Direto;100.51;CANOAS
3;Gasto Direto;100.51;CANOAS
3;Gasto Direto;100.51;CANOAS
3;Gasto Direto;1627.15;CANOAS
3;Gasto Direto;100.51;CANOAS
3;Gasto Direto;207.48;CANOAS
3;Gasto Direto;2262.44;CANOAS
3;Gasto Direto;13594.12;CANOAS
3;Gasto Direto;100.51;CANOAS
3;Gasto Direto;100.51;CANOAS
3;Gasto Direto;100.51;CANOAS
3;Gasto Direto;201.01;CANOAS
3;Gasto Direto;100.51;CANOAS
3;Gasto Direto;100.51;CANOAS
3;Gasto Direto;100.51;CANOAS
3;Gasto Direto;100.51;CANOAS
